comment_text,content_id,형태소,형태소기반_감정,맥락기반_감정
식전 15분~30분전에 미리 섭취해야 더 효과가 있다곤 해요 식후 섭취는 별 효과 없다고~~ 바나바.. 여주.. 베르베린등등.. 혈당 영양제는요😊,59,"['식전', '섭취', '효과', '식후', '섭취', '효과', '바나바', '여주', '베르', '등등', '혈당', '영양제']",긍정,부정
바나바잎 .제대로 확인하고 드셔야지 안그럼 신장.에 치명적으로 안좋다고 들었음.,59,"['바나바', '확인', '드시', '그러', '신장', '치명']",중립,부정
"척추측만증 수술을 한지 5년이 지난 25살 여대생 입니다. 제가 목뼈 바로밑에 부터 척추따라서 나사를 박았는대 수술 이후에도 거북목이나 라운드숄더 그리고 등과 허리 근육이 많이 뭉치고 김장을 해서 너무 아픈대요. 혹시 집에서 뒷목이나 등 그리고 허리에 미세전류 디바이스 사용가능한가요? 요즘에 집에서 사용할수 있는 좋은 미세전류 디바이스들이 많이 나와서 한번 사타구니 쪽에 사용을 했더니 너무 좋더라구요 혹시 미세전류가 몸안에 금속이 있으면 사용을 하면 위험한가요? 인터넷에 쳐보니까 미세전류가 척추에 박힌 금속을 녹이거나 모양이나 위치를 변형시킬수도 있다고 하고 또 금속때문에 미세전류가 필요한 부분이 아니라 다른 부위로 흐를수도 있다고 하는데 사실 인가요? 척추라인 따라서 바로 미세전류 다버이스를 사용하지는 않고 그냥 척추 바로 옆쪽이랑 뒷목 그리고 허리, 겨드랑이, 사타구니, 다리 등등 사용을 해서 뭉친 근육응ㄹ 풀어주고 싶어서요. 저 같은경우에 미세전류 디바이스를 수술부위 금속이 박혀 있는 부위 가까히 사용하면 척추측만수술 부작용이 생길수도 있나요? 답변 자세히 부탁드립니다. 🙏🙏🙏",60,"['척추', '측만증', '수술', '지나', '여대', '목뼈', '척추', '따르', '나사', '수술', '이후', '거북', '라운드', '허리', '근육', '뭉치', '김장', '아프', '뒷목', '허리', '미세', '전류', '디바이스', '사용', '가능', '요즘', '사용', '미세', '전류', '디바이스', '나오', '사타구니', '사용', '미세', '전류', '금속', '사용', '위험', '인터넷', '미세', '전류', '척추', '박히', '금속', '녹이', '모양', '위치', '변형', '금속', '때문', '미세', '전류', '필요', '부분', '아니', '부위', '흐르', '사실', '척추', '라인', '따르', '미세', '전류', '다버이스', '사용', '척추', '뒷목', '허리', '겨드랑이', '사타구니', '다리', '등등', '사용', '뭉치', '근육', '경우', '미세', '전류', '디바이스', '수술', '부위', '금속', '박히', '부위', '가까히', '사용', '척추', '수술', '부작용', '생기', '답변', '부탁', '드리']",부정,부정
다이소 함량낮아 효과없음 싸구려옷이랑 같어,60,"['다이소', '함량', '효과', '싸구려']",중립,부정
"소시적에 고시공부한다고 늘 앉아 있어서인지 만성 허리근육 통증을 수십년 않고 있는 셈인데요. 그 치료 대안에 있어 선생님 말씀이 가장 와닿네요. 아들래미가 허리척추를 밟아주면 그리도 아프네요..그러면서도 시원해서 잠도 잘 오고요. 척추를 특히 훙추,요추를 밟을때마다 그 뼈가 엄청 통증을 느낍니다. 운동이나 사우나하면 훨씬 한결 낫고요, 사정 있어 운동 못하게 되면 과체중도 수반되고 근육이 활성화되지 못하는지 다시 통증 있어 힘드네요. 숙면도 못취하고요. 근무중일때 파스를 기립근쪽에 부착하면 조금 나은 느낌..좌어깨 텐던도 부분 파열이라고 초음파 판독 받은적있는데 그 팔도 그냥 저냥 파스 붙이고 삽니다. 선생님, 조언 더 부가받고 싶네요~^^",60,"['소시', '고시', '공부', '만성', '허리', '근육', '통증', '수십', '치료', '대안', '선생', '말씀', '와닿', '아들', '허리', '척추', '아프', '그러', '척추', '훙추요추', '통증', '느끼', '운동', '사우나', '사정', '운동', '체중', '수반', '근육', '활성', '못하', '통증', '힘들', '숙면', '취하', '근무', '파스', '기립', '부착', '느낌', '어깨', '부분', '파열', '음파', '판독', '파스', '붙이', '선생', '조언', '부가']",부정,부정
효과없음,60,['효과'],긍정,부정
이분 순 광고뿐 효과없거든.염증제거가우선,60,"['광고', '효과', '염증', '제거', '우선']",긍정,부정
코엔자임Q10 비추천합니다 폴리소르베이트 좋지않습니다,65,"['코엔자임', '추천', '폴리소르베이트']",긍정,부정
"다이소 건강식품 어디까지 말아주게? 초신상 젤리형영양제 궁금해서 사봤어요👛💸 (저장)하고 다이소에서 꺼내봐요👉🏠👈 1개에 15Kcal 당류 2g 30개씩 들어있어서 한 달에 한 통 5천원으로 가성비 좋아요 ①비타민D & 아연 하루구미 30일분 품번 : 613602130 추워지면 야외활동이 줄어서 비타민D 꼭챙겨줘야하거든요 1일영양성분기준치400IU 오브맘젤리에는 1일영양성분 기준치대비 5배인 2,000IU가 들어있대요 맛은 진한 자몽맛으로~ 쓴맛/신맛빠진 자몽이라 더 맛있었어요 식감은 땡글땡글쫀득한 편! ②멀티비타민＆미네랄 하루구미 30일분 품번 : 613602128 젤리형 멀티비타민은 보통 비타민 위주인데, 미네랄까지?! 겉면에 액상알약껍질맛이 가장 두드러지게 느껴졌고 씹었을때 샤인머스캣 맛이 아쉬웠어요 말캉한 편이지만 첫맛이 아쉬워서 저는 재구매의사x ③눈건강 루테인 하루구미 30일분품번 : 613602126 마리골드꽃 추출물인 루테인 10mg 함유되어있어요 생김새는 다른애들보다 불투명해서 의심가득했는데 얘가 가장 말랑했고새콤달콤 포도맛인데 새콤한 맛이 빠진 느낌이라 맛있었어요 ④오브맘 더채움 비오틴 하루구미 30일분 품번 : 613602127 머릿결, 손톱 고민 있으신 분? 비오틴챙겨드세요 젤리 비오틴 중에 이 정도 고함량은 진짜 흔치 않아요 (일반 젤리 비오틴은 100~300㎍이 많음) 기분좋은 복숭아맛 말랑탱글 쫀쫀한 식감 이거 왜 하나만 먹어야하나요 참ㄴㅏ 입이 심심할 때나 당떨어진다고 느껴질때 간식대신에 하루 1개 영양제젤리로 건강도 챙겨보는건 어떨까요? 권장량이 하루에 1개씩이라 아쉽긴한데.. (더먹고싶음ㅋㅋ) 각각 영양제 챙겨야먹어햐하니까 하루에 총 4개는 먹어도 되는거잖아?! 아싸~ ꕀ ⁺₊˚ 𖠿𖥧 ⁺₊˚ ✦ ꕀ ꕀ #대신사봤집 ------------------------------------------------ 궁금한데 사기에는 고민되는 물건 있으면 댓글로 알려주세요! 팔로우하고 기다려주시면 후딱 사용해보고 후기 낋이올게용~🙆‍♀️ -------------------------------------------------",72,"['다이소', '건강식품', '어디', '신상', '젤리', '영양제', '저장', '다이소', '꺼내', '가성비', '비타민', '아연', '하루', '구미', '야외', '활동', '비타민', '챙기', '영양', '성분', '기준', '오브', '젤리', '영양', '성분', '기준', '대비', '진하', '자몽', '쓴맛', '신맛', '빠지', '자몽', '맛있', '식감', '쫀득하', '멀티', '비타민', '미네랄', '하루', '구미', '젤리', '멀티', '비타민', '비타민', '위주', '미네랄', '겉면', '액상', '알약', '껍질', '두드러지', '느끼', '샤인머스캣', '아쉽', '아쉽', '구매', '의사', '건강', '루테', '하루', '구미', '마리', '골드', '추출물', '루테', '함유', '생김새', '투명', '의심', '포도', '새콤하', '빠지', '느낌', '맛있', '오브', '채우', '비오티', '하루', '구미', '머릿결', '손톱', '고민', '비오티', '챙기', '드세', '젤리', '비오', '정도', '함량', '일반', '젤리', '비오', '기분', '복숭아', '탱글', '쫀쫀', '식감', '이거', '하나', '떨어지', '느끼', '간식', '대신', '하루', '영양제', '젤리', '건강', '챙기', '어떻', '권장', '하루', '아쉽', '영양제', '챙기', '하루', '대신', '고민', '물건', '댓글', '알리', '팔로우', '기다리', '사용', '후기']",긍정,부정
Mg Oxide는 흡수율이 Mg 종류들중에 낮고 속이 안좋은 분들에게는 속을 더 아프게도 하니 조심해서 복용해야함.,104,"['흡수', '종류', '아프', '조심', '복용']",부정,부정
"산화 마그네슘은 주로 변비 완화와 마그네슘 보충용으로 쓰이며, 보통 낮은 용량부터 시작해 하루 권장량(성인 약 310–420mg 마그네슘 기준)을 넘지 않도록 조절해 복용하는 것이 기본입니다.�� 위ㆍ신장 질환, 다른 약과의 상호작용 가능성이 있어서 장기 복용 전에는 반드시 의사와 상의하는 것이 안전합니다.��복용 방법일반 성인 마그네슘 권장량은 남성 약 400–420mg, 여성 약 310–320mg(임신 시 350–360mg) 수준이며, 식사와 합산해 이 범위 안에서 산화 마그네슘 보충제를 용량 조절합니다.��변비 완화 목적일 때는 제품별로 1회 수백 mg~1g 이상까지 쓰기도 하지만, 250mg 정도의 비교적 적은 용량에서도 효과가 나타날 수 있어 보통 낮게 시작해 배변 상태를 보며 증감합니다.�위장 자극과 설사를 줄이려면 식후 또는 간단한 음식과 함께 복용하는 것이 권장되며, 취침 전 복용 시에는 밤사이 장으로 물을 끌어들여 아침 배변에 도움이 될 수 있습니다.��신장 기능 저하, 심장질환, 고혈압약ㆍ이뇨제ㆍ항생제ㆍ골다공증약 등을 복용 중이라면 마그네슘과 상호작용이 있을 수 있으므로 복용 전 의료진과 반드시 상담해야 합니다.��장점마그네슘 결핍 예방 및 교정에 사용되며, 마그네슘은 300개 이상 효소 반응에 관여해 근육, 신경, 심장, 에너지 대사에 중요한 역할을 합니다.��산화 마그네슘은 정제당 함유된 마그네슘 함량(원소량)이 높아 적은 알약 수로 비교적 많은 마그네슘을 공급할 수 있습니다.��장내에서 물을 끌어들여 변을 부드럽게 하는 완하 효과가 있어 변비 개선에 널리 쓰이며, 일부 연구에서는 편두통 예방, 혈압ㆍ혈당ㆍ불안 감소 등에 도움이 될 수 있다는 보고도 있습니다.��단점ㆍ부작용다른 마그네슘 제형에 비해 흡수율(생체이용률)이 낮다는 지적이 있어, 같은 용량이라도 실제 체내에 흡수되는 양은 구연산마그네슘 등보다 적을 수 있습니다.��흔한 부작용은 복통, 복부팽만, 가스, 설사, 구역감 등 위장관 증상이며, 특히 350–600mg 이상 고용량에서 설사와 쥐어짜는 복통이 많아집니다.��신장 기능이 나쁘거나 매우 고용량을 장기간 복용하면 혈중 마그네슘 과다(고마그네슘혈증)로 저혈압, 맥박 이상, 반사 저하, 혼동, 드물게는 호흡 억제와 심정지 같은 심각한 부작용이 생길 수 있습니다.��주의해야 할 사람만성 신장질환자, 고령의 중증 변비 환자, 장폐색ㆍ중증 장질환이 있는 사람은 마그네슘 축적과 전해질 불균형 위험이 커서 의사 처방 없이 복용을 피해야 합니다.��항생제(특히 일부 퀴놀론, 테트라사이클린 계열), 골다공증약(비스포스포네이트), 갑상선 약, 일부 심혈관계 약물 등은 산화 마그네슘과 함께 복용 시 흡수가 떨어질 수 있어 보통 2~4시간 간격을 두고 복용하도록 권고됩니다.��설사, 복통, 심한 나른함, 심계항진, 어지러움 등 이상 증상이 생기면 복용을 중단하고 의료진과 상담하는 것이 좋습니다",104,"['산화 마그네슘', '변비', '완화', '마그네슘', '보충', '쓰이', '보통', '용량', '시작', '하루', '권장량', '성인', '마그네슘', '기준', '조절', '복용', '기본', '신장', '질환', '상호', '작용', '가능', '장기', '복용', '의사', '상의', '안전', '복용', '방법', '일반', '성인', '마그네슘', '권장', '남성', '여성', '임신', '수준', '식사', '합산', '범위', '산화', '마그네슘', '보충', '용량', '조절', '변비', '완화', '목적', '제품', '수백', '이상', '정도', '용량', '효과', '나타나', '보통', '시작', '배변', '상태', '증감', '위장', '자극', '설사', '줄이', '식후', '음식', '복용', '권장', '취침', '복용', '사이', '끌어들이', '아침', '배변', '도움', '신장', '기능', '저하', '심장', '질환', '혈압', '이뇨제', '항생제', '골다공증', '복용', '마그네슘', '상호', '작용', '복용', '의료진', '상담', '장점', '마그네슘', '결핍', '예방', '교정', '사용', '마그네슘', '이상', '효소', '반응', '관여', '근육', '신경', '심장', '에너지', '대사', '중요', '역할', '산화 마그네슘', '정제', '함유', '마그네슘', '함량', '원소', '알약', '비교', '마그네슘', '공급', '장내', '끌어들이', '부드럽', '효과', '변비', '개선', '쓰이', '일부', '연구', '편두통', '예방', '혈압', '혈당', '불안', '감소', '도움', '보고', '단점', '부작용', '마그네슘', '제형', '비하', '흡수', '생체', '이용', '지적', '용량', '실제', '체내', '흡수', '연산', '마그네슘', '흔하', '부작용', '복통', '복부', '팽만', '가스', '설사', '구역', '위장관', '증상', '이상', '용량', '설사', '쥐어짜', '복통', '신장', '기능', '나쁘', '용량', '장기간', '복용', '마그네슘', '과다', '마그네슘', '혈증', '혈압', '맥박', '이상', '반사', '저하', '혼동', '드물', '호흡', '억제', '심정지', '부작용', '생기', '주의', '사람', '신장', '질환자', '고령', '중증', '변비', '환자', '폐색', '중증', '질환', '사람', '마그네슘', '축적', '전하', '균형', '위험', '의사', '처방', '복용', '피하', '항생제', '일부', '퀴놀', '테트라', '사이클', '계열', '골다공증', '비스', '포스', '네이트', '갑상선', '일부', '심혈관', '약물', '산화 마그네슘', '복용', '흡수', '떨어지', '시간', '간격', '복용', '권고', '복통', '심하', '심계항진', '어지럽', '이상', '증상', '생기', '복용', '중단', '의료진', '상담']",긍정,부정
"저거 약사분들이 좀 싫어할만한 내용이기는 하지. '건강기능식품A+건강기능식품B+술=간 데미지'인데, 저게 유통업 이윤 문제도 있지만, '목숨'에 직결되는 문제도 있어서.",141,"['저거', '싫어하', '내용', '건강', '기능', '식품', '건강', '기능', '식품', '데미지', '저것', '유통업', '이윤', '문제', '목숨', '직결', '문제']",부정,부정
락토핏 광고빨 실제로는 효과없어요 다른 유산균제품 사먹는게 좋음,169,"['락토핏', '광고', '효과', '유산균', '제품']",긍정,부정
혹시 마지막거 하루에 세알 먹으면 안되는 건가요?,170,"['마지막', '하루']",중립,부정
사기... 오해했네요^^,183,"['사기', '오해']",부정,부정
사기라고 표현하니 오히려 제품이 안좋은건가? 오해하게 만드네요 ㅎㅎ; 문구를 헷갈리게 만드신듯..,183,"['사기', '표현', '제품', '오해', '만들', '문구', '헷갈리', '만들']",부정,부정
"[[ 싸다고 욕햇다간 맞아죽는다 ! ]] 5천원 치고 상당히 괸찮은 가성비 제품들을 초저가 비용으로 제공, 이나라 국민의 절대다수인 서민의 생필품 니드를 해결해주고잇는 곳이 바로 고마운 [다이소]! ..이처럼 고마운 다이소 제품들에대해 [싼게 비지떡] 이라는 말을 햇다가는, 다이소를 통해 ""거의모든"" 생필품 니드를 해결받고 잇는 절대다수 서민들로부터 쌍욕을 얻어먹고, 요샌 국회의원 당선되기도 힘들다 예컨데, 다이소에서 5천원에 구입할수 잇는 따스한 털장갑, 기모 스웨터가 명품족에겐 한낮 싸구려로 보일런지 모르지만, 혹독한 겨울을 이겨낼 고가품 구입이 쉽지않은 서민들에겐 이처럼 고마운것이 없으며, 한나라의 건강성 지표인 서민의 생활안정에 다이소가 한몫한다는 평은 상당한 정도로 기여도가 인정되며. 어디고 [다이소] 간판이 보이는 곳은 밝고 외진곳이 아니라는 인식이 잇어, 여행을 갓다 길을 잃어도 [다이소] 간판이 보이면 안심할 정도로 지방의 인구 소멸지역들의 경우 [다이소]부터 입점 시켜야 인구가 줄지 않는다는 발상이 나온데는, 2,30대의 90프로 이상 그리고 4,50대는 물론 노년층일수록 다이소에서 대다수 제품을 구입하고 잇는 것을 감안하면 결코 비웃을 일이 아닌듯.. 다이소의 시작은 천원샵류의 소규모 유통망 이엇지만, 2,30년전 천원 가치가 이제 5천원 이상임을 감안하면, 천원샵이나 저가품 매장이 아니라, 유통마진을 최소화한 [친 서민주의] 가성비 제품을 판매하는 전국적 유통망 이렇게 보면 되겟다.",199,"['욕하', '가성비', '제품', '저가', '비용', '제공', '나라', '국민', '절대', '다수', '서민', '생필품', '니드', '해결', '고맙', '다이소', '고맙', '다이소', '제품', '대하', '비지', '다이소', '통하', '생필품', '니드', '해결', '절대', '다수', '서민', '쌍욕', '얻어먹', '요새', '국회', '의원', '당선', '힘들', '다이소', '구입', '털장갑', '기모', '스웨터', '명품', '싸구려', '보이', '모르', '겨울', '이기', '고가품', '구입', '서민', '고맙', '나라', '건강', '지표', '서민', '생활', '안정', '다이소', '상당', '정도', '기여', '인정', '어디', '다이소', '간판', '보이', '외지', '아니', '인식', '여행', '다이소', '간판', '보이', '안심', '정도', '지방', '인구', '소멸', '지역', '경우', '다이소', '입점', '인구', '발상', '나오', '프로', '이상', '노년', '다이소', '대다수', '제품', '구입', '감안', '비웃', '아니', '다이소', '시작', '규모', '유통망', '가치', '이상', '감안', '저가', '매장', '아니', '유통', '마진', '최소', '서민', '가성비', '제품', '판매', '전국', '유통망', '이렇']",중립,부정
"📌 다이소 혈당케어 유산균 복용 타이밍 정리 ✅ 언제 먹어야 효과 좋을까? → 식사 직후 10~30분 이내가 가장 좋음 ✅ 왜 식후가 좋을까? - 식후 혈당이 급격히 오르는 타이밍에 도움 - 혈당 스파이크 완화에 효과적 - 장내 환경 + 당 대사에 동시에 작용 ✅ 추천 복용 시간 ✔ 아침 식사 후 10~20분 ✔ 점심 식사 후 바로 ~ 30분 이내 (가장 추천) ✔ 저녁 식사 후 10~30분 ❌ 공복 복용은 비추천 - 혈당 변동이 적어 효과 체감 ↓ - 혈당 관리 목적이라면 식후가 핵심 ✨ 같이 하면 좋은 습관 - 식사 전 물 한 컵 - 식후 가벼운 산책 5~10분 - 단 음식, 탄산 줄이기 - 수분 충분히 섭취하기 📌 한 줄 요약 → 혈당케어 유산균은 “식후 타이밍”이 중요!",206,"['다이소', '혈당', '케어', '유산균', '복용', '타이밍', '정리', '효과', '식사', '직후', '이내', '식후', '식후', '혈당', '오르', '타이밍', '도움', '혈당', '스파이크', '완화', '효과', '환경', '대사', '동시', '작용', '추천', '복용', '시간', '아침', '식사', '점심', '식사', '이내', '추천', '저녁', '식사', '공복', '복용', '추천', '혈당', '변동', '효과', '체감', '혈당', '관리', '목적', '식후', '핵심', '습관', '식사', '식후', '가볍', '산책', '음식', '탄산', '줄이', '수분', '섭취', '요약', '혈당', '케어', '유산균', '식후', '타이밍', '중요']",긍정,부정
원래 가르니시아 / 녹차카테킨이 장기 복용 시 간에 무리가 갈 수 있습니다... 다이소 건기식이라 그런 게 아니라 가르니시아 자체에 대한 부작용입니다. 다이소 제품이 이상한 게 아니라 옛날부터 원재료 자체에 대해 있던 부작용이에요,211,"['원래', '가르니시아', '녹차', '카테킨', '장기', '복용', '무리', '다이소', '아니', '가르니시아', '자체', '대하', '부작용', '다이소', '제품', '이상', '아니', '옛날', '원재료', '자체', '대하', '부작용']",부정,부정
"💊 3천원 변비 해결템! - 다이소 대웅제약 마그네슘 - 이건 산화마그네슘 형태라, 변비 해결용으로 더 추천드려요! - 1알에 마그네슘 315mg 함유 (흡수율은 약 4% → 실제로는 약 12mg만 흡수) 💧 흡수가 잘 안 되는 대신, 장에 남아서 수분을 끌어당기는 ‘삼투압 작용’ 을 해서 → 딱딱한 변이 부드럽게 + 묽어지게 → 배변이 편안하게 원활하게✨ 다른 자극성 변비약처럼 장운동을 억지로 시키지 않습니다! 👉 복통 적고, 의존성 낮음 🙆‍♀️ 📌 한줄 정리 ! 부드럽고 자연스럽게 변비 해결 💩 장기간 복용도 비교적 안전한 편이에요 🌿 왜 변비를 해결해야하는지, 얼마나 먹으면 되는지 전체 영상에서 확인하세요 (프로필 아래 ▶ 여기 누르시면 전체영상으로 가요)",219,"['변비', '해결', '다이소', '대웅제약', '마그네슘', '이거', '산화 마그네슘', '형태', '변비', '해결', '추천', '드리', '마그네슘', '함유', '흡수', '흡수', '흡수', '대신', '수분', '끌어당기', '삼투압', '작용', '부드럽', '배변', '편안', '원활', '자극', '변비', '운동', '시키', '복통', '의존', '정리', '부드럽', '자연', '변비', '해결', '장기간', '복용', '비교', '안전', '변비', '해결', '전체', '영상', '확인', '프로필', '아래', '여기', '누르', '전체', '영상']",긍정,부정
집근처 다이소서 바로 구매햇어요 근데 저녁엔 먹음 안좋은가요?,219,"['근처', '다이소', '구매', '저녁']",중립,부정
영양제 사놓고 습관이 안되서 못먹는데 처음 입문기때 다이소로 시작해보고 더 좋은걸로 바꿔사는것도 좋을거같네요!,221,"['영양제', '습관', '처음', '입문', '다이소', '시작', '바꾸']",중립,부정
약값을 덤탱이를 그렇게 씌우는게 누굴위한 거냐? 제약사에서 노력끝에 만든걸 그냥 약국하나차려서 아무노력없이 덤탱이 씌우는게 영원히 먹히면 안되잖아 약사들아,233,"['약값', '덤탱', '그렇', '씌우', '누구', '위하', '제약사', '노력', '만들', '약국', '하나', '차리', '노력', '덤탱', '씌우', '먹히', '약사']",중립,부정
종류별로 하나씩 다먹으면 되나요?,235,"['종류', '하나']",중립,부정
40대 넘어가니 여기저기 아픈거 진짜 공감 ㅠㅠ,255,"['여기저기', '아프', '공감']",부정,부정
소포장되서 싼거지 g당 가격 보면 비쌈 한번 먹어볼까 할 때 사보는 용,369,"['포장', '가격', '비싸']",부정,부정
