brand_id,platform_id,title,caption_text,hashtags,like_count,view_count,comment_count,upload_date,content_url
1,2,🚨긴급하게 센스있는 선물해야 할 땐?🎁 CU 종근당 비타민,"본 영상은 제품 및 제작 지원비를 받아 제작되었습니다. 제품 및 배송은 NO ! 빠르게 센스있는 선물 챙기고 싶을 땐?!🎁 CU x 종근당 콜라보 비타민! 주변에서 흔히 볼 수 있는 24시간 CU 편의점 건강기능식품 코너에 있어서 쉽게 구할 수 있는데다가 뼈건강, 간건강 등 선물하려고 하는 상대의 상황에 따라 센스있게 선물할 수 있고 단 돈 5,000원이라 가격 부담도 없어요😀 ✔️포켓 CU : https://www.pocketcu.co.kr/deepLink/checkAppInstall?viewType=1&viewUrl=/special/detail/CDK0VSBL07059","#비타민,#비타민선물,#건강기능식품선물",10,1534,0,2025-10-22 13:48:06+00:00,https://www.youtube.com/watch?v=oI39VSjGkws
1,2,"단돈 5천원으로 건강해지는 법 💪🏻✨️ _with 종근당, CU","🎀링크 : https://www.pocketcu.co.kr/deepLink/checkAppInstall?viewType=1&viewUrl=/special/detail/CDK0VSBL07059 요즘 매일 먹고 있는 종근당 건기식 소개 드리옵니다 !! 💪🏻✨️ 특히 시험기간이라 두뇌기억력은 무조건 매일 먹었어요 ! ㆅㆅ 🤭 종근당, 건강기능식품, CU, 편의점, 5천원, 1+1 [인스타그램] : ye_eun_0301 https://www.instagram.com/ye_eun_0301/ [촬영]: 갤럭시 S25 [문의]: ye030301@naver.com",,0,1833,0,2025-10-29 10:01:35+00:00,https://www.youtube.com/watch?v=p52_wAAogDg
1,2,편의점도 건기식 시장 본격 진출 #편의점 #건강기능식품 #CU #gs25 #종근당 #동화제약,"1️⃣ 편의점에서도 건강기능식품 사는 시대! 2️⃣ CU·GS25, 소용량 건기식 판매 본격화 3️⃣ 종근당·동화약품·삼진제약 등 제약사와 협업 4️⃣ 루테인·칼슘·유산균·마그네슘 등 인기 영양소 다수 포함 5️⃣ 가격은 대부분 3,900~5,000원대, 부담 ↓ 6️⃣ 10일분 소포장으로 간편하게 구성 7️⃣ CU는 1+1 할인 행사까지! 8️⃣ GS25는 건기식 전용 진열대까지 마련 9️⃣ 다이소 흥행 → 편의점 진출로 확산 🔟 ""야근하고 피곤할 땐 편의점에서 루테인 한 팩!""",,1,414,0,2025-07-28 08:19:54+00:00,https://www.youtube.com/watch?v=iGg-VVnhGYM
1,2,종근당 건강기능식품 이제 씨유에서 살수있다니!!!!,종근당 건강기능식품 https://www.pocketcu.co.kr/deepLink/checkAppInstall?viewType=1&viewUrl=/special/detail/CDK0VSBL07059,,0,747,0,2025-11-07 03:34:45+00:00,https://www.youtube.com/watch?v=I4oEcd0UiCc
1,2,지금 CU에서 이거 안사면 손해!,"🤩종근당과 CU가 콜라보했어요! https://www.pocketcu.co.kr/deepLink/checkAppInstall?viewType=1&viewUrl=/special/detail/CDK0VSBL07059 84년 전통의 종근당 건강기능식품 9종을 이제 CU에서 만나보실 수 있답니다. 멀티비타민미네랄로 기본 영양 챙기고,깨끗하고 흡수 잘 되는! 초임계 알티지 오메가3밀크씨슬은 간 건강, 루테인+비타민A는 눈 건강에 좋고요프로바이오틱스는 이너케어 & 장 건강을 도와주고,두뇌기억력엔 징코가 집중력과 기억력에 딱!칼마디케이는 관절 케어,혈당컷 다이어트는 혈당 조절과 다이어트에 도움을 줍니다. 하루 한 알, 간편하게 챙기기 딱 좋아요! 더 빠르게 갖고 싶다면 포켓CU 앱에서 주문 후가까운 CU에서 바로 픽업하세요!집 앞 CU에서 기다림 없이 바로 받아가니까 너무 편해요. 게다가 지금 런칭 기념 1+1 이벤트 중!5천 원에 2박스, 20일치 건강 챙기기 찬스!종근당 건강기능식품, CU에서 착한 가격에 만나보세요!",,11,1082,1,2025-10-21 09:52:27+00:00,https://www.youtube.com/watch?v=Lu_dNfuY87k
1,2,"이 가격에 '50% 증량'?! 도시락 덕후들 장 보다가 '졸도'함!  건기식이 전부 1+1이라고?!""여기로 달려갈 수밖에""CU가 미친 짓 벌인 이유!"" #상부상조마켓 #cu편의점","여러분, 오늘 쇼츠 보러 왔다가 '인생 역전' 당하는 소식 들고 왔습니다! 지금 편의점 업계에 난리가 났어요! CU가 미친 짓을 벌이고 있다고요! 이제 건강기능식품을 다이소보다 싸게 판다! 심지어 전부 1+1! 와, 이거 보면 진짜 졸도한다! 네, 믿기 힘드시겠지만 진짜예요! 5천원도 안 되는 가격으로 10일치를 싹 가져갈 수 있다니까요?! 근데 이게 끝이 아니에요! 도시락, 삼각김밥 중량을 무려 **50%**나 늘렸대요! 근데 가격은 그대로! 알고 보니까 마진까지 줄여가면서 소비자를 위해 통 크게 쐈대요! 와, 진짜 이 정도면 그냥 편의점계의 히어로 아니냐고요?! 이런 미친 전략 덕분이었을까요? 드디어… CU가 GS25를 제치고 역대 최초로 분기 매출 1위를 찍었대요! 가성비와 고객에게 진심이었던 이들의 승리! 이제 편의점은 CU 하나면 충분합니다! 머니투데이유엄식 기자 (usyoo@mt.co.kr) 상부상조 마켓: 고객의 경험이 곧 브랜드가 되는 곳. 세상을 바꾸는 글로벌 브랜드의 숨겨진 가치와.. 우리의 삶을 풍요롭게 하는 중소기업과 개인 사업자의 진심이 담긴 스토리를 전달합니다. 모든 브랜드가 함께 성장하고 빛나는 이야기를 '상부상조 마켓'에서 경험하세요.","#상부상조마켓,#cu편의점,#굿브랜드",3,396,1,2025-08-23 09:59:46+00:00,https://www.youtube.com/watch?v=MQ3CsEhT10o
1,2,기억력 영양제 CU 다이소 모두 품절 요즘은 공부도 템빨!,,"#기억력영양제,#인지력개선,#포스파티딜세린,#은행잎추출물,#징코,#두뇌영양제,#뇌건강,#다이소영양제,#CU영양제,#품절대란,#종근당홀딩스,#경보제약,#두뇌엔,#영양제추천,#건강기능식품,#쇼핑정보,#가성비영양제,#집중력향상,#기억력개선,#건기식,#쇼핑,#꿀템,#살림,#다이어트,#다이소,#쿠팡",2,277,0,2025-11-24 09:52:26+00:00,https://www.youtube.com/watch?v=Sg3zKBXiAqs
1,2,요즘 MZ 수험생들은 편의점에서 이걸 챙긴다구요?!ㅣ 종근당 건강기능식품,"ㅣ요즘 MZ 수험생들은 편의점에서 이걸 챙긴다구요?! CU 갔다가 깜짝 놀랐어요 CU X 종근당 콜라보 건강기능식품이 쫙- 진열돼 있더라구요 구매 방법도 진짜 간단해요 포켓CU 어플에서 건강기능식품 기획전 누르고 픽업으로 가까운 매장을 선택하면 끝! 이렇게 주문하면 기다릴 필요없이 집앞 CU에서 바로 픽업 가능해요 저는 9종을 다 챙겨왔는데 칼마디케이, 오메가3, 밀크씨쓸 등 그날그날 필요한 영양제를 챙겨주고 있어요 게다가 11월 16일까지 6종 구매시 단돈 9,900원🔥 이벤트까지 진행 중이라 수험생 선물로도 완전 찰떡이에요 수험생 여러분, 수능도 건강도 만점 받자구요➿ 화이팅!!! https://www.pocketcu.co.kr/deepLink/checkAppInstall?viewType=1&viewUrl=/special/detail/CDK0VSBL07059",,10,2073,0,2025-11-07 14:45:39+00:00,https://www.youtube.com/watch?v=6-9uzLIL0Aw
1,2,지금 당장 CU로 달려가야하는 이유! 종근당 건강기능식품 콜라보라고?!,지금 당장 CU로 달려가야하는 이유! 종근당 건강기능식품 콜라보라고?! 지금당장 포켓 CU 어플 깔고 CU로 달려가자! 종근당과 건강기능식품 콜라보라니 대박이잖아~ 게다가 6종 9900원?! https://www.pocketcu.co.kr/deepLink/checkAppInstall?viewType=1&viewUrl=/special/detail/CDK0VSBL07059,,14,2576,11,2025-11-07 15:15:12+00:00,https://www.youtube.com/watch?v=tMbaBlNQW_0
1,2,"""지원금으로 홍삼 쓸어갔다""···소비쿠폰 수혜 업계 따로 있었네#소비쿠폰 #건강기능식품 #정관장 #재난지원금효과 #건기식특수  #에브리타임#편의점건기식 #KGC인삼공사#민생회복쿠폰","코로나 때처럼 또 한 번? 정부의 민생회복 소비쿠폰 지급에 따라 건강기능식품 시장이 다시 주목받고 있습니다. 💥 2020년 재난지원금 당시, 정관장 일부 매장은 무려 매출 10배 폭증! 이번에도 정관장을 비롯해 편의점까지 건기식 마케팅에 열 올리는 중🔥 ✔ 전국 750여 정관장 가맹점 쿠폰 사용 가능 ✔ 편의점 CU, 건기식 매출 18.3% 급등 ✔ 종근당·동화약품과 콜라보한 소포장 제품 출시 소비자들의 건강 관리 니즈와 실속 소비 트렌드가 만나 또 한 번의 ‘건기식 특수’가 기대됩니다. 🧡 홍삼부터 간편 건기식까지, 당신의 지원금은 어디로 향하고 있나요?",,2,1148,0,2025-07-29 00:00:03+00:00,https://www.youtube.com/watch?v=aZQBBNR46xc
1,2,"침체된 시장 살리는 ""다이소·편의점""?? / 모가ISSUE??",[구독 좋아요 알림설정]은 콘텐츠 제작에 큰 힘이 됩니다 채널에 가입하여 혜택을 누려보세요. https://www.youtube.com/channel/UCiKAhlBn6vlhGQots2TckcQ/join ---------------------------------------------------------------------------------------- 다양한 모든 소식 한 눈에 보기: https://link.inpock.co.kr/directselling 마케팅신문 홈페이지: http://www.mknews.kr/ 식약신문 홈페이지: http://www.fmnews.kr/ 다이렉트셀링 홈페이지: https://www.directsellingkorea.com/ 인스타그램: https://www.instagram.com/directsellingkorea_official/ 문의 및 제보:mknews@mknews.co.kr(이메일) ---------------------------------------------------------------------------------------- BGM출처 🎵Music provided by 브금대통령 🎵Track : Summary - https://www.youtube.com/watch?v=0v5q3wV8IUQ 🎵Music provided by 브금대통령 🎵Track : BGMP NEWS - https://www.youtube.com/watch?v=vMyGWNEHf24&list=RDvMyGWNEHf24&start_radio=1 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬,"#뉴스#이슈,#mlm,#mlmbusiness,#네트워크마케팅,#건강기능식품,#다이소,#씨유,#gs25,#세븐일레븐",2,76,0,2025-11-28 07:36:55+00:00,https://www.youtube.com/watch?v=fGGl1Msgicw
1,2,건강 하나만큼은 돈 아끼지 않는다,"📡 월요일 오전 8시, 가장 빠른 트렌드가 찾아갑니다 📡 이번 주 뉴스 모아보기 👉https://marketingtrend.co.kr AI 큐레이션 시대 … 뉴스도 음악으로 들려준다 https://n.news.naver.com/article/009/0005518573?sid=105 “키링 하나에 16만원?” 8배 웃돈 얹어 중고거래 https://n.news.naver.com/article/005/0001787232?sid=101 ‘헬시플레저’ 바람 타고 5년 간 4배로 커진 단백질 시장 https://n.news.naver.com/article/020/0003645943?sid=101 감튀 대신 샐러드? 햄버거집에 ‘이것’ 먹으러 간다는데… [푸드360] https://n.news.naver.com/article/016/0002495109?sid=101 ‘그 맛’에 중독됐다…전 국민이 열광중인 녹색 음료의 정체 https://n.news.naver.com/article/022/0004049057?sid=101 편의점 건기식 대전 본격화…CU, 전국 6000개 매장으로 확대 판매 https://n.news.naver.com/article/025/0003452052?sid=101 멀고 비싼 여름휴가는 싫다… 가까운 곳에서 짧고 가볍게 https://n.news.naver.com/article/020/0003645097?sid=101 호텔家, ‘굿즈 마케팅’으로 고객 유혹…“브랜드 아이덴티티 담은 패키지 열풍” https://n.news.naver.com/article/022/0004049087?sid=101 “편안한 잠자리로 숙면” 프리미엄 침대 시장 잡아라 https://n.news.naver.com/article/023/0003913998?sid=101 쇼핑몰·아웃렛 “올리브영·다이소·무신사를 모셔라” https://n.news.naver.com/article/023/0003914924?sid=101 하루에 3000만원은 우습게 번다…2030女 몰리더니 '품절 대란' https://n.news.naver.com/article/015/0005153750?sid=101 한국인 30%가 반려동물 길러… 월 20만원 지출 https://n.news.naver.com/article/005/0001786346?sid=101 곽팀장은 [서스테이너블 컨설팅]에서 일합니다. https://sustainable.co.kr/ 멤버십에 가입하시고 회원 혜택을 누려보세요! https://www.youtube.com/channel/UC-ALJHclOi2SioUH2aVlvAQ/join -------------------- 💕 곽팀장의 새로운 유튜브 영상은 💕 월요일 오후 9시에 등록됩니다 -------------------- This stream is created with","#마케팅,#트렌드,#마케팅트렌드,#PRISMLiveStudio",85,1664,18,2025-07-07 11:43:50+00:00,https://www.youtube.com/watch?v=6hYMvHdCYgM
1,2,"CU에서 판매하는 5,000원 영양제?","광고 이 포스팅은 CU로부터 제품을 제공받아 작성한 후기입니다. 💚 동아제약에서 출시한 CU 전용 건강기능식품 브랜드 ‘셀파렉스 바로’ 💊 가격은 단 5,000원✨ 항산화💪 비타민C1000부터 근육·에너지⚡ 마그네슘, 스트레스 완화🌿 테아닌, 눈 건강👀 루테인, 혈행·건조한 눈 개선💧 알티지오메가3, 관절·연골 건강🦵 MSM2000, 뼈·치아 건강🦷 칼슘마그네슘비타민D, 간 건강💚 밀크씨슬까지! 기능별로 골라먹는 8종 건강 케어라인업! 패키지도 예뻐서 보는 순간 시선 👀 확! 가까운 CU에서 만나보세요💚","#씨준생,#씨준생9기,#CU,#씨유,#CU신제품,#CU건강기능식품,#셀파렉스바로,#셀파렉스,#편의점,#동아제약,#CU추천템,#편의점신상,#편의점추천,#CU꿀템,#CU필수템,#CU영양제,#편의점영양제,#비타민추천,#비타민C1000,#루테인추천,#오메가3추천,#밀크씨슬추천,#마그네슘영양제,#테아닌영양제,#MSM영양제,#칼슘비타민D,#편의점건강템,#CU쇼핑,#씨유플래닛,#건강관리템",9,729,1,2025-10-12 07:54:40+00:00,https://www.youtube.com/watch?v=wc-c6WCX8m0
1,2,26년 5월 편의점 행사 총정리!! 영양제 90% 할인 실화인가요??,00:00 CU 02:09 GS25 04:42 세븐일레븐 05:18 이마트24 정가거부 네이버 카페 https://cafe.naver.com/wjdrkrjqn 정가거부 유튜브 채널 멤버십을 오픈하였습니다. https://www.youtube.com/channel/UC1KHW0JH7zToxC2H69axgzw/join,,564,39852,119,2026-05-01 12:08:19+00:00,https://www.youtube.com/watch?v=AwUytF89UKk
1,2,이제 편의점에서 건강도 챙겨⁉️🎶 건강프로젝트365 종근당 편의점 데일리 건강루틴 영양제 편애남 PAN 편의점영양제 건강기능식품 밀크씨슬 편애템 jeju 다이어트 #shorts,이제 편의점에서 건강도 챙겨⁉️🎶 건강프로젝트365 종근당 데일리 건강루틴 영양제 밀크씨슬 다이어트 눈건강 혈행건강 뼈건강 미네랄 멀티비타민 루테인 밀크씨슬 징코 Now take care of your health at convenience stores ⁉️🎶 Health Project 365 Chong Kun Dang Store Daily Health Routine Nutrition Nutrition Functional Food Milk Thistle Item Diet Eye Health Blood Health Bone Health Mineral Multivitamin Lutein Milk Thistle Ginko,"#편의점,#편애남,#PAN,#편의점영양제,#건강기능식품,#편애템,#jeju,#shorts,#CU,#GS25,#세븐일레븐,#Convenience,#PAN,#ConvenienceStore,#Health,#Favorite,#jeju,#shorts,#CU,#GS25,#Seven-Eleven",5,900,0,2025-09-04 06:27:27+00:00,https://www.youtube.com/watch?v=8LPe1Qjjt8o
1,2,이것도 판다고?! CU 판매개시!! #영양제 #건강기능식품 #다이소 #CU #편의점,,,5,1543,0,2025-07-02 12:16:13+00:00,https://www.youtube.com/watch?v=OuYtB59DxRI
1,2,#영양제#건강챙기기#건강이최고👍#철분🫐#루테인#비타민#CU#흰둥이흰국물라면#푸루푸루젤리,,,5,398,0,2025-09-02 01:54:37+00:00,https://www.youtube.com/watch?v=-qP33PalMH0
1,2,면역력 필수! 아연 #아연 #아연효능 #면역력 #피부건강 #피로회복 #건강관리 #영양제 #생활건강 #에너지충전 #영양정보 #건강정보 #두뇌활동,"구독과 좋아요는 큰 힘이 됩니다. 1. 하루 얼마나 필요할까? (권장량/상한) 성인 남성: 약 10 mg/일 성인 여성: 약 8 mg/일 임신: 11 mg/일, 수유: 12 mg/일 상한(UL): 40 mg/일(장기 초과 섭취 금지) 고식물성·고피테이트 식단은 흡수저하 → 권장량의 1.2–1.5배 목표가 현실적. 2. 상호작용 & 병용 주의 항생제(테트라사이클린계, 퀴놀론계), 갑상선호르몬(레보티록신): 2–4시간 간격(흡수 저해). 구리(Cu) 보충제: 아연과 경쟁 → 간격 두기. 철분·칼슘·마그네슘 고용량 미네랄: 서로 간격. 위장약(PPI): 위산↓로 일부 제형 흡수 변동 가능 → 식사와 함께, 필요 시 제형 변경 고려. 3. 식단/생활 맞춤 루틴 -음식 중심 루틴(권장) 매 끼 동물성 단백질 소량+가공 덜한 곡물 콩류는 하룻밤 불림→삶기, 빵은 가능하면 발효빵 선택 간식: 호박씨/캐슈/땅콩 로테이션 -보충제 포함 루틴(필요 시) 아침 식후: 아연 10 mg 점심 또는 저녁: 철분/칼슘 등은 다른 끼로 분리 취침 전: 마그네슘(필요 시) — 아연과 2시간 이상 간격",,8,8327,0,2025-09-02 14:50:13+00:00,https://www.youtube.com/watch?v=mfW1-uhjn0M
1,2,야무지게 먹어야지 / CU 편의점 디저트 먹방 / 삼각김밥 먹방 / 김밥 먹방 / 두통에 먹는 영양제,⭐Instagram surviving_in_south_korea 📧survivinginsouthkorea@gmail.com,"#vlog,#cu,#conveniencestore,#dessert,#kimbap,#mukbang,#headache,#nutritionalsupplements,#asmr",6,32,0,2025-11-23 12:02:37+00:00,https://www.youtube.com/watch?v=3ilLFLv8yqY
1,2,CU 편의점 삼각김밥 먹방 / 잠이 안 올 때 밤에 먹는 영양제 / 실생활ASMR,⭐Instagram surviving_in_south_korea 📧survivinginsouthkorea@gmail.com,"#vlog,#kimbap,#mukbang,#insomnia,#nutritionalsupplements",6,19,0,2025-11-10 12:35:05+00:00,https://www.youtube.com/watch?v=5NMfWeMdsKQ
1,2,🧠 기억력·면역력 동시에! 3개월 커큐민 영양제 – 큐코민 아침에 동충강황,"🧠 하루 한 포! 뇌 건강과 면역력 동시에 챙기세요 큐코민 아침에 동충강황 – 105본입 리뷰 / 섭취법 / 구성 안내 기억력 저하, 잦은 피로감, 떨어지는 면역력... 이런 변화가 느껴지셨다면 매일 아침 루틴부터 점검해보세요. 이 영상에서는 ✔ 제품 언박싱 ✔ 주요 성분 설명 ✔ 하루 섭취법 ✔ 어떤 분께 추천하는지 ✔ 실제 사용 후기 등을 소개합니다. 🔍 제품 주요 포인트 수용성 나노 커큐민 적용 동결건조 동충하초 함유 천연 망고 농축액으로 맛까지 고려 하루 한 , 간편한 아침 건강 루틴 📦 패키지 구성 총 105본입 (21개 미니박스 × 5본입) 외출 시 휴대 가능 / 선물용으로도 적합 🛒 구매처 안내 ✔ 공식 홈페이지: https://www.cucomin.com ✔ 네이버 스마트스토어: https://smartstore.naver.com/cucomin/products/6726569735 ✔ 쿠팡: https://shop.coupang.com/limemall/58558","#큐코민,#아침에동충강황,#커큐민,#커큐민추천,#커큐민효능,#수용성커큐민,#cucomin,#dongchungganghwanginmorning,#curcumin,#nanocurcumin,#turmericcurcumin,#curcuminsupplement,#cucominglobal,#curcuminpower,#curcuminextract,#curcumincapsules",1,7,0,2025-07-31 09:47:33+00:00,https://www.youtube.com/watch?v=mNZRTIS--bw
1,2,🗣️지금 지쳤나요? - 네니오😑 하루 1병으로 챙기는 초간단프로틴+아미노산 추천💕,"하루 한 번, 1병으로 챙기는 초간단프로틴+아미노산‼️ 종근당 아미코어 프로틴샷의 더 자세한 정보와 구매 방법은⁉️ : https://brand.naver.com/chongkundang/products/10662817076 ✨상단 링크를 통해 더 자세한 정보와 구매 방법을 확인하실 수 있습니다.✨ ◽️본 영상은 유료광고가 포함되어 있습니다.","#종근당,#종근당건강,#영양제,#프로틴,#아미노산,#cu편의점,#편의점",4,378,0,2025-05-19 11:04:36+00:00,https://www.youtube.com/watch?v=aj26nm5mKDM
